MUNICIPIO,FECHA,MES,TOTAL DE MUJERES VICTIMAS DE VIOLENCIA DE GENERO ATENDIDAS,TOTAL DE MUJERES CANALIZADAS PARA OTORGAMIENTO DE MEDIDAS DE PROTECCION,MEDIDA DE PROTECCION ACEPTADA,MEDIDA DE PROTECCION RECHAZADA,TOTAL DE MUJERES CANALIZADAS PARA OTORGAMIENTO DE ORDENES DE PROTECCION,ORDEN DE PROTECCION ACEPTADA,ORDEN DE PROTECCION RECHAZADA
Mazamitla,2021,Febrero,0,0,0,0,0,0,0
Mazamitla,2021,Marzo,2,1,1,0,0,0,0
Mazamitla,2021,Abril,0,0,0,0,0,0,0
Mazamitla,2021,Mayo,0,0,0,0,0,0,0
Mazamitla,2021,Junio,2,2,2,0,0,0,0
Mazamitla,2021,Julio,1,1,1,0,0,0,0
Mazamitla,2021,Agosto,1,0,0,0,0,0,0
Mazamitla,2019,Enero,4,4,4,0,0,0,0
Mazamitla,2019,Febrero,0,0,0,0,0,0,0
Mazamitla,2019,Marzo,3,3,3,0,0,0,0
Mazamitla,2019,Abril,1,1,1,0,0,0,0
Mazamitla,2019,Mayo,0,0,0,0,0,0,0
Mazamitla,2019,Junio,0,0,0,0,0,0,0
Mazamitla,2019,Julio,0,0,0,0,0,0,0
Mazamitla,2019,Agosto,1,1,1,0,0,0,0
Mazamitla,2019,Septiembre,1,1,1,0,0,0,0
Mazamitla,2019,Octubre,1,1,1,0,0,0,0
Mazamitla,2019,Noviembre,0,0,0,0,0,0,0
Mazamitla,2019,Diciembre,0,0,0,0,0,0,0
Mazamitla,2020,Enero,0,0,0,0,0,0,0
Mazamitla,2020,Febrero,0,0,0,0,0,0,0
Mazamitla,2020,Marzo,0,0,0,0,0,0,0
Mazamitla,2020,Abril,0,0,0,0,0,0,0
Mazamitla,2020,Mayo,0,0,0,0,0,0,0
Mazamitla,2020,Junio,0,0,0,0,0,0,0
Mazamitla,2020,Julio,0,0,0,0,0,0,0
Mazamitla,2020,Agosto,0,0,0,0,0,0,0
Mazamitla,2020,Septiembre,2,0,0,0,1,1,0
Mazamitla,2020,Octubre,0,0,0,0,0,0,0
Mazamitla,2020,Noviembre,0,0,0,0,0,0,0
Mazamitla,2020,Diciembre,1,1,1,0,0,0,0
Mexticacán,2021,Enero,0,0,0,0,0,0,0
Mexticacán,2021,Febrero,1,0,0,0,0,0,0
Mexticacán,2021,Marzo,0,0,0,0,0,0,0
Mexticacán,2021,Abril,0,0,0,0,0,0,0
Mexticacán,2021,Mayo,0,0,0,0,0,0,0
Mexticacán,2021,Junio,0,0,0,0,0,0,0
Mexticacán,2021,Julio,0,0,0,0,0,0,0
Mexticacán,2021,Agosto,0,0,0,0,0,0,0
Mexticacán,2019,Enero,0,0,0,0,0,0,0
Mexticacán,2019,Febrero,0,0,0,0,0,0,0
Mexticacán,2019,Marzo,0,0,0,0,0,0,0
Mexticacán,2019,Abril,0,0,0,0,0,0,0
Mexticacán,2019,Mayo,1,1,1,0,0,0,0
Mexticacán,2019,Junio,0,0,0,0,0,0,0
Mexticacán,2019,Julio,0,0,0,0,0,0,0
Mexticacán,2019,Agosto,0,0,0,0,0,0,0
Mexticacán,2019,Septiembre,0,0,0,0,0,0,0
Mexticacán,2019,Octubre,0,0,0,0,0,0,0
Mexticacán,2019,Noviembre,0,0,0,0,0,0,0
Mexticacán,2019,Diciembre,0,0,0,0,0,0,0
Mexticacán,2020,Enero,0,0,0,0,0,0,0
Mexticacán,2020,Febrero,0,0,0,0,0,0,0
Mexticacán,2020,Marzo,0,0,0,0,0,0,0
Mexticacán,2020,Abril,0,0,0,0,0,0,0
Mexticacán,2020,Mayo,0,0,0,0,0,0,0
Mexticacán,2020,Junio,0,0,0,0,0,0,0
Mexticacán,2020,Julio,0,0,0,0,0,0,0
Mexticacán,2020,Agosto,0,0,0,0,0,0,0
Mexticacán,2020,Septiembre,0,0,0,0,0,0,0
Mexticacán,2020,Octubre,0,0,0,0,0,0,0
Mexticacán,2020,Noviembre,0,0,0,0,0,0,0
Mexticacán,2020,Diciembre,0,0,0,0,0,0,0
Mezquitic,2021,Enero,1,0,0,0,0,0,0
Mezquitic,2021,Febrero,1,1,1,0,0,0,0
Mezquitic,2021,Marzo,2,2,2,0,0,0,0
Mezquitic,2021,Abril,1,1,1,0,0,0,0
Mezquitic,2021,Mayo,2,2,2,0,0,0,0
Mezquitic,2021,Junio,1,1,1,0,0,0,0
Mezquitic,2021,Julio,1,1,1,0,0,0,0
Mezquitic,2021,Agosto,0,0,0,0,0,0,0
Mezquitic,2019,Enero,0,0,0,0,0,0,0
Mezquitic,2019,Febrero,0,0,0,0,0,0,0
Mezquitic,2019,Marzo,1,1,1,0,0,0,0
Mezquitic,2019,Abril,1,1,1,0,0,0,0
Mezquitic,2019,Mayo,1,1,1,0,0,0,0
Mezquitic,2019,Junio,0,0,0,0,0,0,0
Mezquitic,2019,Julio,2,2,2,0,0,0,0
Mezquitic,2019,Agosto,0,0,0,0,0,0,0
Mezquitic,2019,Septiembre,0,0,0,0,0,0,0
Mezquitic,2019,Octubre,1,1,1,0,0,0,0
Mezquitic,2019,Noviembre,1,1,1,0,0,0,0
Mezquitic,2019,Diciembre,0,0,0,0,0,0,0
Mezquitic,2020,Enero,0,0,0,0,0,0,0
Mezquitic,2020,Febrero,0,0,0,0,0,0,0
Mezquitic,2020,Marzo,0,0,0,0,0,0,0
Mezquitic,2020,Abril,0,0,0,0,0,0,0
Mezquitic,2020,Mayo,0,0,0,0,0,0,0
Mezquitic,2020,Junio,1,0,0,0,0,0,0
Mezquitic,2020,Julio,0,0,0,0,0,0,0
Mezquitic,2020,Agosto,2,0,0,0,0,0,0
Mezquitic,2020,Septiembre,1,0,0,0,0,0,0
Mezquitic,2020,Octubre,0,0,0,0,0,0,0
Mezquitic,2020,Noviembre,1,0,0,0,0,0,0
Mezquitic,2020,Diciembre,0,0,0,0,0,0,0
Mixtlán,2021,Enero,1,1,1,0,0,0,0
Mixtlán,2021,Febrero,0,0,0,0,0,0,0
Mixtlán,2021,Marzo,0,0,0,0,0,0,0
Mixtlán,2021,Abril,1,1,1,0,0,0,0
Mixtlán,2021,Mayo,0,0,0,0,0,0,0
Mixtlán,2021,Junio,0,0,0,0,0,0,0
Mixtlán,2021,Julio,1,1,1,0,0,0,0
Mixtlán,2021,Agosto,0,0,0,0,0,0,0
Mixtlán,2019,Enero,1,1,1,0,0,0,0
Mixtlán,2019,Febrero,0,0,0,0,0,0,0
Mixtlán,2019,Marzo,0,0,0,0,0,0,0
Mixtlán,2019,Abril,0,0,0,0,0,0,0
Mixtlán,2019,Mayo,2,2,2,0,0,0,0
Mixtlán,2019,Junio,1,1,1,0,0,0,0
Mixtlán,2019,Julio,1,1,1,0,0,0,0
Mixtlán,2019,Agosto,0,0,0,0,0,0,0
Mixtlán,2019,Septiembre,0,0,0,0,0,0,0
Mixtlán,2019,Octubre,0,0,0,0,0,0,0
Mixtlán,2019,Noviembre,1,1,1,0,0,0,0
Mixtlán,2019,Diciembre,1,1,1,0,0,0,0
Mixtlán,2020,Enero,0,0,0,0,0,0,0
Mixtlán,2020,Febrero,0,0,0,0,0,0,0
Mixtlán,2020,Marzo,9,0,0,0,0,0,0
Mixtlán,2020,Abril,0,0,0,0,0,0,0
Mixtlán,2020,Mayo,0,0,0,0,0,0,0
Mixtlán,2020,Junio,0,0,0,0,0,0,0
Mixtlán,2020,Julio,6,0,0,0,0,0,0
Mixtlán,2020,Agosto,0,0,0,0,0,0,0
Mixtlán,2020,Septiembre,1,0,0,0,0,0,0
Mixtlán,2020,Octubre,0,0,0,0,0,0,0
Mixtlán,2020,Noviembre,3,0,0,0,0,0,0
Mixtlán,2020,Diciembre,0,0,0,0,0,0,0
Ocotlán,2021,Enero,25,25,25,0,0,0,0
Ocotlán,2021,Febrero,24,24,24,0,0,0,0
Ocotlán,2021,Marzo,30,27,27,0,0,0,0
Ocotlán,2021,Abril,22,15,15,0,0,0,0
Ocotlán,2021,Mayo,7,7,7,0,0,0,0
Ocotlán,2021,Junio,17,13,13,0,0,0,0
Ocotlán,2021,Julio,18,14,14,0,0,0,0
Ocotlán,2021,Agosto,16,10,10,0,0,0,0
Ocotlán,2019,Enero,43,12,12,0,0,0,0
Ocotlán,2019,Febrero,46,11,11,0,0,0,0
Ocotlán,2019,Marzo,57,15,15,0,0,0,0
Ocotlán,2019,Abril,46,28,28,0,0,0,0
Ocotlán,2019,Mayo,54,34,34,0,0,0,0
Ocotlán,2019,Junio,27,11,11,0,0,0,0
Ocotlán,2019,Julio,31,16,16,0,0,0,0
Ocotlán,2019,Agosto,54,31,31,0,0,0,0
Ocotlán,2019,Septiembre,68,35,35,0,0,0,0
Ocotlán,2019,Octubre,57,21,21,0,0,0,0
Ocotlán,2019,Noviembre,42,19,19,0,0,0,0
Ocotlán,2019,Diciembre,64,17,17,0,0,0,0
Ocotlán,2020,Enero,42,42,42,0,0,0,0
Ocotlán,2020,Febrero,54,54,54,0,0,0,0
Ocotlán,2020,Marzo,64,64,64,0,0,0,0
Ocotlán,2020,Abril,62,61,61,0,0,0,0
Ocotlán,2020,Mayo,48,48,48,0,0,0,0
Ocotlán,2020,Junio,64,64,64,0,0,0,0
Ocotlán,2020,Julio,52,51,51,0,0,0,0
Ocotlán,2020,Agosto,52,52,52,0,0,0,0
Ocotlán,2020,Septiembre,16,15,15,0,0,0,0
Ocotlán,2020,Octubre,23,22,22,0,0,0,0
Ocotlán,2020,Noviembre,16,15,15,0,0,0,0
Ocotlán,2020,Diciembre,22,20,20,0,0,0,0
Ojuelos de Jalisco,2021,Enero,3,3,3,0,0,0,0
Ojuelos de Jalisco,2021,Febrero,5,5,5,0,0,0,0
Ojuelos de Jalisco,2021,Marzo,1,1,1,0,0,0,0
Ojuelos de Jalisco,2021,Abril,5,0,0,0,0,0,0
Ojuelos de Jalisco,2021,Mayo,2,2,2,0,0,0,0
Ojuelos de Jalisco,2021,Junio,1,1,1,0,0,0,0
Ojuelos de Jalisco,2021,Julio,0,0,0,0,0,0,0
Ojuelos de Jalisco,2021,Agosto,2,2,2,0,0,0,0
Ojuelos de Jalisco,2019,Enero,0,0,0,0,0,0,0
Ojuelos de Jalisco,2019,Febrero,0,0,0,0,0,0,0
Ojuelos de Jalisco,2019,Marzo,0,0,0,0,0,0,0
Ojuelos de Jalisco,2019,Abril,0,0,0,0,0,0,0
Ojuelos de Jalisco,2019,Mayo,5,5,5,0,0,0,0
Ojuelos de Jalisco,2019,Junio,0,0,0,0,0,0,0
Ojuelos de Jalisco,2019,Julio,0,0,0,0,0,0,0
Ojuelos de Jalisco,2019,Agosto,0,0,0,0,0,0,0
Ojuelos de Jalisco,2019,Septiembre,0,0,0,0,0,0,0
Ojuelos de Jalisco,2019,Octubre,1,1,1,0,0,0,0
Ojuelos de Jalisco,2019,Noviembre,0,0,0,0,0,0,0
Ojuelos de Jalisco,2019,Diciembre,0,0,0,0,0,0,0
Ojuelos de Jalisco,2020,Enero,0,0,0,0,0,0,0
Ojuelos de Jalisco,2020,Febrero,1,1,1,0,0,0,0
Ojuelos de Jalisco,2020,Marzo,0,0,0,0,0,0,0
Ojuelos de Jalisco,2020,Abril,2,2,2,0,0,0,0
Ojuelos de Jalisco,2020,Mayo,3,3,3,0,0,0,0
Ojuelos de Jalisco,2020,Junio,1,1,1,0,0,0,0
Ojuelos de Jalisco,2020,Julio,4,4,4,0,0,0,0
Ojuelos de Jalisco,2020,Agosto,3,3,3,0,0,0,0
Ojuelos de Jalisco,2020,Septiembre,1,1,1,0,0,0,0
Ojuelos de Jalisco,2020,Octubre,0,0,0,0,0,0,0
Ojuelos de Jalisco,2020,Noviembre,2,2,2,0,0,0,0
Ojuelos de Jalisco,2020,Diciembre,1,1,1,0,0,0,0
Otros Estados,2021,Enero,3,0,0,0,0,0,0
Otros Estados,2021,Febrero,4,0,0,0,0,0,0
Otros Estados,2021,Marzo,2,0,0,0,0,0,0
Otros Estados,2021,Abril,9,0,0,0,0,0,0
Otros Estados,2021,Mayo,3,0,0,0,0,0,0
Otros Estados,2021,Junio,0,0,0,0,0,0,0
Otros Estados,2021,Julio,7,0,0,0,0,0,0
Otros Estados,2021,Agosto,6,0,0,0,0,0,0
Otros estados,2019,Enero,0,0,0,0,0,0,0
Otros estados,2019,Febrero,0,0,0,0,0,0,0
Otros estados,2019,Marzo,5,4,4,0,0,0,0
Otros estados,2019,Abril,3,2,2,0,0,0,0
Otros estados,2019,Mayo,10,2,2,0,0,0,0
Otros estados,2019,Junio,1,0,0,0,0,0,0
Otros estados,2019,Julio,9,3,3,0,0,0,0
Otros estados,2019,Agosto,25,21,21,0,0,0,0
Otros estados,2019,Septiembre,17,15,15,0,0,0,0
Otros estados,2019,Octubre,10,8,8,0,0,0,0
Otros estados,2019,Noviembre,12,12,12,0,0,0,0
Otros estados,2019,Diciembre,6,5,5,0,0,0,0
Pihuamo,2021,Enero,0,0,0,0,0,0,0
Pihuamo,2021,Febrero,0,0,0,0,0,0,0
Pihuamo,2021,Marzo,0,0,0,0,0,0,0
Pihuamo,2021,Abril,0,0,0,0,0,0,0
Pihuamo,2021,Mayo,0,0,0,0,0,0,0
Pihuamo,2021,Junio,0,0,0,0,0,0,0
Pihuamo,2021,Julio,1,0,0,0,0,0,0
Pihuamo,2021,Agosto,0,0,0,0,0,0,0
Pihuamo,2019,Enero,0,0,0,0,0,0,0
Pihuamo,2019,Febrero,1,1,1,0,0,0,0
Pihuamo,2019,Marzo,0,0,0,0,0,0,0
Pihuamo,2019,Abril,5,5,5,0,0,0,0
Pihuamo,2019,Mayo,0,0,0,0,0,0,0
Pihuamo,2019,Junio,0,0,0,0,0,0,0
Pihuamo,2019,Julio,1,1,1,0,0,0,0
Pihuamo,2019,Agosto,1,1,1,0,0,0,0
Pihuamo,2019,Septiembre,0,0,0,0,0,0,0
Pihuamo,2019,Octubre,0,0,0,0,0,0,0
Pihuamo,2019,Noviembre,0,0,0,0,0,0,0
Pihuamo,2019,Diciembre,0,0,0,0,0,0,0
Pihuamo,2020,Enero,0,0,0,0,0,0,0
Pihuamo,2020,Febrero,0,0,0,0,0,0,0
Pihuamo,2020,Marzo,0,0,0,0,0,0,0
Pihuamo,2020,Abril,0,0,0,0,0,0,0
Pihuamo,2020,Mayo,0,0,0,0,0,0,0
Pihuamo,2020,Junio,0,0,0,0,0,0,0
Pihuamo,2020,Julio,0,0,0,0,0,0,0
Pihuamo,2020,Agosto,0,0,0,0,0,0,0
Pihuamo,2020,Septiembre,0,0,0,0,0,0,0
Pihuamo,2020,Octubre,0,0,0,0,0,0,0
Pihuamo,2020,Noviembre,0,0,0,0,0,0,0
Pihuamo,2020,Diciembre,0,0,0,0,0,0,0
Poncitlán,2021,Enero,5,1,1,0,0,0,0
Poncitlán,2021,Febrero,10,6,6,0,0,0,0
Poncitlán,2021,Marzo,10,4,4,0,0,0,0
Poncitlán,2021,Abril,5,3,3,0,0,0,0
Poncitlán,2021,Mayo,6,3,3,0,0,0,0
Poncitlán,2021,Junio,5,5,5,0,0,0,0
Poncitlán,2021,Julio,3,1,1,0,0,0,0
Poncitlán,2021,Agosto,3,1,1,0,0,0,0
Poncitlán,2019,Enero,30,12,12,0,0,0,0
Poncitlán,2019,Febrero,35,17,17,0,0,0,0
Poncitlán,2019,Marzo,23,14,14,0,0,0,0
Poncitlán,2019,Abril,20,18,18,0,0,0,0
Poncitlán,2019,Mayo,19,11,11,0,0,0,0
Poncitlán,2019,Junio,25,8,8,0,0,0,0
Poncitlán,2019,Julio,21,7,7,0,0,0,0
Poncitlán,2019,Agosto,41,5,5,0,0,0,0
Poncitlán,2019,Septiembre,33,15,15,0,0,0,0
Poncitlán,2019,Octubre,45,3,3,0,0,0,0
Poncitlán,2019,Noviembre,42,16,16,0,0,0,0
Poncitlán,2019,Diciembre,56,11,11,0,0,0,0
Poncitlán,2020,Enero,0,0,0,0,0,0,0
Poncitlán,2020,Febrero,30,30,30,0,0,0,0
Poncitlán,2020,Marzo,0,0,0,0,0,0,0
Poncitlán,2020,Abril,0,0,0,0,0,0,0
Poncitlán,2020,Mayo,0,0,0,0,0,0,0
Poncitlán,2020,Junio,0,0,0,0,0,0,0
Poncitlán,2020,Julio,0,0,0,0,0,0,0
Poncitlán,2020,Agosto,0,0,0,0,0,0,0
Poncitlán,2020,Septiembre,5,5,5,0,0,0,0
Poncitlán,2020,Octubre,5,4,4,0,0,0,0
Poncitlán,2020,Noviembre,4,3,3,0,0,0,0
Poncitlán,2020,Diciembre,10,7,7,0,0,0,0
Puerto Vallarta,2021,Enero,169,72,72,0,0,0,0
Puerto Vallarta,2021,Febrero,142,79,79,0,0,0,0
Puerto Vallarta,2021,Marzo,226,101,101,0,0,0,0
Puerto Vallarta,2021,Abril,206,95,95,0,0,0,0
Puerto Vallarta,2021,Mayo,215,94,94,0,1,1,0
Puerto Vallarta,2021,Junio,165,75,75,0,0,0,0
Puerto Vallarta,2021,Julio,199,113,113,0,0,0,0
Puerto Vallarta,2021,Agosto,195,102,102,0,0,0,0
Puerto Vallarta,2019,Enero,299,102,102,0,0,0,0
Puerto Vallarta,2019,Febrero,270,74,74,0,0,0,0
Puerto Vallarta,2019,Marzo,241,100,100,0,0,0,0
Puerto Vallarta,2019,Abril,374,190,190,0,0,0,0
Puerto Vallarta,2019,Mayo,385,199,199,0,0,0,0
Puerto Vallarta,2019,Junio,294,170,170,0,0,0,0
Puerto Vallarta,2019,Julio,356,176,176,0,0,0,0
Puerto Vallarta,2019,Agosto,365,205,205,0,0,0,0
Puerto Vallarta,2019,Septiembre,328,164,164,0,0,0,0
Puerto Vallarta,2019,Octubre,373,170,170,0,0,0,0
Puerto Vallarta,2019,Noviembre,295,135,135,0,0,0,0
Puerto Vallarta,2019,Diciembre,341,150,150,0,0,0,0
Puerto Vallarta,2020,Enero,275,70,70,0,0,0,0
Puerto Vallarta,2020,Febrero,240,75,75,0,0,0,0
Puerto Vallarta,2020,Marzo,321,89,89,0,0,0,0
Puerto Vallarta,2020,Abril,161,49,49,0,0,0,0
Puerto Vallarta,2020,Mayo,257,58,58,0,1,1,0
Puerto Vallarta,2020,Junio,361,93,93,0,0,0,0
Puerto Vallarta,2020,Julio,312,72,72,0,0,0,0
Puerto Vallarta,2020,Agosto,300,80,80,0,0,0,0
Puerto Vallarta,2020,Septiembre,244,64,64,0,0,0,0
Puerto Vallarta,2020,Octubre,237,68,68,0,0,0,0
Puerto Vallarta,2020,Noviembre,196,71,71,0,0,0,0
Puerto Vallarta,2020,Diciembre,176,66,66,0,0,0,0
Quitupan,2021,Enero,0,0,0,0,0,0,0
Quitupan,2021,Febrero,0,0,0,0,0,0,0
Quitupan,2021,Marzo,0,0,0,0,0,0,0
Quitupan,2021,Abril,0,0,0,0,0,0,0
Quitupan,2021,Mayo,0,0,0,0,0,0,0
Quitupan,2021,Junio,0,0,0,0,0,0,0
Quitupan,2021,Julio,0,0,0,0,0,0,0
Quitupan,2021,Agosto,1,1,1,0,0,0,0
Quitupan,2019,Enero,0,0,0,0,0,0,0
Quitupan,2019,Febrero,0,0,0,0,0,0,0
Quitupan,2019,Marzo,0,0,0,0,0,0,0
Quitupan,2019,Abril,0,0,0,0,0,0,0
Quitupan,2019,Mayo,0,0,0,0,0,0,0
Quitupan,2019,Junio,0,0,0,0,0,0,0
Quitupan,2019,Julio,0,0,0,0,0,0,0
Quitupan,2019,Agosto,0,0,0,0,0,0,0
Quitupan,2019,Septiembre,0,0,0,0,0,0,0
Quitupan,2019,Octubre,1,1,1,0,0,0,0
Quitupan,2019,Noviembre,0,0,0,0,0,0,0
Quitupan,2019,Diciembre,0,0,0,0,0,0,0
Quitupan,2020,Enero,0,0,0,0,0,0,0
Quitupan,2020,Febrero,0,0,0,0,0,0,0
Quitupan,2020,Marzo,0,0,0,0,0,0,0
Quitupan,2020,Abril,0,0,0,0,0,0,0
Quitupan,2020,Mayo,0,0,0,0,0,0,0
Quitupan,2020,Junio,0,0,0,0,0,0,0
Quitupan,2020,Julio,0,0,0,0,0,0,0
Quitupan,2020,Agosto,0,0,0,0,0,0,0
Quitupan,2020,Septiembre,0,0,0,0,0,0,0
Quitupan,2020,Octubre,0,0,0,0,0,0,0
Quitupan,2020,Noviembre,0,0,0,0,0,0,0
Quitupan,2020,Diciembre,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2021,Enero,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2021,Febrero,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2021,Marzo,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2021,Abril,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2021,Mayo,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2021,Junio,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2021,Julio,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2021,Agosto,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2019,Enero,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2019,Febrero,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2019,Marzo,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2019,Abril,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2019,Mayo,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2019,Junio,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2019,Julio,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2019,Agosto,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2019,Septiembre,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2019,Octubre,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2019,Noviembre,1,0,0,0,0,0,0
San Cristóbal de la Barranca,2019,Diciembre,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2020,Enero,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2020,Febrero,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2020,Marzo,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2020,Abril,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2020,Mayo,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2020,Junio,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2020,Julio,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2020,Agosto,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2020,Septiembre,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2020,Octubre,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2020,Noviembre,0,0,0,0,0,0,0
San Cristóbal de la Barranca,2020,Diciembre,0,0,0,0,0,0,0
San Diego de Alejandría,2021,Enero,0,0,0,0,0,0,0
San Diego de Alejandría,2021,Febrero,0,0,0,0,0,0,0
San Diego de Alejandría,2021,Marzo,0,0,0,0,0,0,0
San Diego de Alejandría,2021,Abril,0,0,0,0,0,0,0
San Diego de Alejandría,2021,Mayo,0,0,0,0,0,0,0
San Diego de Alejandría,2021,Junio,0,0,0,0,0,0,0
San Diego de Alejandría,2021,Julio,0,0,0,0,0,0,0
San Diego de Alejandría,2021,Agosto,0,0,0,0,0,0,0
San Diego de Alejandría,2019,Enero,0,0,0,0,0,0,0
San Diego de Alejandría,2019,Febrero,0,0,0,0,0,0,0
San Diego de Alejandría,2019,Marzo,0,0,0,0,0,0,0
San Diego de Alejandría,2019,Abril,0,0,0,0,0,0,0
San Diego de Alejandría,2019,Mayo,0,0,0,0,0,0,0
San Diego de Alejandría,2019,Junio,0,0,0,0,0,0,0
San Diego de Alejandría,2019,Julio,0,0,0,0,0,0,0
San Diego de Alejandría,2019,Agosto,0,0,0,0,0,0,0
San Diego de Alejandría,2019,Septiembre,0,0,0,0,0,0,0
San Diego de Alejandría,2019,Octubre,0,0,0,0,0,0,0
San Diego de Alejandría,2019,Noviembre,0,0,0,0,0,0,0
San Diego de Alejandría,2019,Diciembre,0,0,0,0,0,0,0
San Diego de Alejandría,2020,Enero,0,0,0,0,0,0,0
San Diego de Alejandría,2020,Febrero,0,0,0,0,0,0,0
San Diego de Alejandría,2020,Marzo,0,0,0,0,0,0,0
San Diego de Alejandría,2020,Abril,0,0,0,0,0,0,0
San Diego de Alejandría,2020,Mayo,0,0,0,0,0,0,0
San Diego de Alejandría,2020,Junio,0,0,0,0,0,0,0
San Diego de Alejandría,2020,Julio,0,0,0,0,0,0,0
San Diego de Alejandría,2020,Agosto,0,0,0,0,0,0,0
San Diego de Alejandría,2020,Septiembre,0,0,0,0,0,0,0
San Diego de Alejandría,2020,Octubre,0,0,0,0,0,0,0
San Diego de Alejandría,2020,Noviembre,0,0,0,0,0,0,0
San Diego de Alejandría,2020,Diciembre,0,0,0,0,0,0,0
San Gabriel,2021,Enero,0,0,0,0,0,0,0
San Gabriel,2021,Febrero,1,0,0,0,0,0,0
San Gabriel,2021,Marzo,0,0,0,0,0,0,0
San Gabriel,2021,Abril,0,0,0,0,0,0,0
San Gabriel,2021,Mayo,0,0,0,0,0,0,0
San Gabriel,2021,Junio,0,0,0,0,0,0,0
San Gabriel,2021,Julio,0,0,0,0,0,0,0
San Gabriel,2021,Agosto,0,0,0,0,0,0,0
San Gabriel,2019,Enero,0,0,0,0,0,0,0
San Gabriel,2019,Febrero,0,0,0,0,0,0,0
San Gabriel,2019,Marzo,0,0,0,0,0,0,0
San Gabriel,2019,Abril,0,0,0,0,0,0,0
San Gabriel,2019,Mayo,0,0,0,0,0,0,0
San Gabriel,2019,Junio,0,0,0,0,0,0,0
San Gabriel,2019,Julio,0,0,0,0,0,0,0
San Gabriel,2019,Agosto,0,0,0,0,0,0,0
San Gabriel,2019,Septiembre,0,0,0,0,0,0,0
San Gabriel,2019,Octubre,0,0,0,0,0,0,0
San Gabriel,2019,Noviembre,0,0,0,0,0,0,0
San Gabriel,2019,Diciembre,0,0,0,0,0,0,0
San Gabriel,2020,Enero,0,0,0,0,0,0,0
San Gabriel,2020,Febrero,0,0,0,0,0,0,0
San Gabriel,2020,Marzo,0,0,0,0,0,0,0
San Gabriel,2020,Abril,0,0,0,0,0,0,0
San Gabriel,2020,Mayo,0,0,0,0,0,0,0
San Gabriel,2020,Junio,0,0,0,0,0,0,0
San Gabriel,2020,Julio,0,0,0,0,0,0,0
San Gabriel,2020,Agosto,0,0,0,0,0,0,0
San Gabriel,2020,Septiembre,0,0,0,0,0,0,0
San Gabriel,2020,Octubre,0,0,0,0,0,0,0
San Gabriel,2020,Noviembre,0,0,0,0,0,0,0
San Gabriel,2020,Diciembre,0,0,0,0,0,0,0
San Ignacio Cerro Gordo,2021,Enero,2,2,2,0,0,0,0
San Ignacio Cerro Gordo,2021,Febrero,0,0,0,0,0,0,0
San Ignacio Cerro Gordo,2021,Marzo,0,0,0,0,0,0,0
San Ignacio Cerro Gordo,2021,Abril,1,1,1,0,0,0,0
San Ignacio Cerro Gordo,2021,Mayo,1,0,0,0,0,0,0
San Ignacio Cerro Gordo,2021,Junio,0,0,0,0,0,0,0
San Ignacio Cerro Gordo,2021,Julio,0,0,0,0,0,0,0
San Ignacio Cerro Gordo,2021,Agosto,0,0,0,0,0,0,0
San Ignacio Cerro Gordo,2019,Enero,1,1,1,0,0,0,0
San Ignacio Cerro Gordo,2019,Febrero,0,0,0,0,0,0,0
San Ignacio Cerro Gordo,2019,Marzo,1,1,1,0,0,0,0
San Ignacio Cerro Gordo,2019,Abril,0,0,0,0,0,0,0
San Ignacio Cerro Gordo,2019,Mayo,0,0,0,0,0,0,0
San Ignacio Cerro Gordo,2019,Junio,0,0,0,0,0,0,0
San Ignacio Cerro Gordo,2019,Julio,0,0,0,0,0,0,0
San Ignacio Cerro Gordo,2019,Agosto,0,0,0,0,0,0,0
San Ignacio Cerro Gordo,2019,Septiembre,0,0,0,0,0,0,0
